S,y,m,b,o,l
N,a,m,e
p,r,i,c,e,U,s,d
BTC,Bitcoin,27945.1455686977860795
ETH,Ethereum,1635.2430665900226118
USDT,Tether,1.0014498051665072
BNB,BNB,211.4190238403749204
USDC,USDC,1.0008519702814419
XRP,XRP,0.5182858818688059
SOL,Solana,23.2313529106276627
ADA,Cardano,0.2566051296864617
DOGE,Dogecoin,0.0609730536165928
TRX,TRON,0.0881957014118908
DAI,Multi Collateral DAI,1.0035618918093763
MATIC,Polygon,0.5612829946544823
DOT,Polkadot,4.0139217967018152
LTC,Litecoin,65.5093539285260175
WBTC,Wrapped Bitcoin,27961.1272288616069401
BCH,Bitcoin Cash,228.5429163918071737
LINK,Chainlink,7.6749505281091576
SHIB,Shiba Inu,0.0000071956089462
AVAX,Avalanche,10.0756932462071338
LEO,UNUS SED LEO,3.7170084507542918
TUSD,TrueUSD,1.0000915453679195
XLM,Stellar,0.1109019378006904
XMR,Monero,156.2597363625571278
OKB,OKB,42.8833413540082914
UNI,Uniswap,4.3399936148203183
BUSD,BUSD,1.0012501140157809
ETC,Ethereum Classic,15.3294078460098049
ATOM,Cosmos,6.9496388210833061
FIL,Filecoin,3.3927582149292407
BTCB,Bitcoin BEP2,27893.1261150531814572
LDO,Lido DAO,1.5970350331392187
ICP,Internet Computer,3.0934524072643740
MKR,Maker,1406.8098871803666757
CRO,Crypto.com Coin,0.0503142530993158
VET,VeChain,0.0171015436140726
NEAR,NEAR Protocol,1.0915306369556194
QNT,Quant,88.3724614035138112
AAVE,Aave,65.9650336929251442
ALGO,Algorand,0.1013555554857772
GRT,The Graph,0.0849402499771593
HBAR,Hedera Hashgraph,0.0480296085102841
STX,Stacks,0.5025310734566571
RNDR,Render Token,1.8243715865705251
BSV,Bitcoin SV,34.6453166835325130
XTZ,Tezos,0.6748910753857764
AXS,Axie Infinity,4.4594010404424855
EOS,EOS,0.5690543731494664
SAND,The Sandbox,0.3033495290377275
THETA,THETA,0.6199723131590934
EGLD,MultiversX,24.5163970940258337
RUNE,THORChain,1.7307884046168225
INJ,Injective,7.7337787070720240
MANA,Decentraland,0.2966874126766853
XDC,XinFin Network,0.0441518025097748
FTM,Fantom,0.1926995448425300
KAVA,Kava,0.6221035812761726
NEO,Neo,7.2324719042284786
USDP,Pax Dollar,1.0007488034523648
XEC,eCash,0.0000245667594007
SNX,Synthetix,2.0179590122569027
FLOW,Flow,0.4436194552553969
CHZ,Chiliz,0.0600281203463351
ZEC,Zcash,27.1179392138251366
KCS,KuCoin Token,4.4988560242366924
IOTA,IOTA,0.1555072867883372
OCEAN,Ocean Protocol,0.3009182925936341
CRV,Curve DAO Token,0.4728604600498433
TWT,Trust Wallet Token,1.0000895354092856
CFX,Conflux,0.1253919263180833
FXS,Frax Share,5.4066515618477488
KLAY,Klaytn,0.1214228473631097
FTT,FTX Token,1.1609211214939380
HT,Huobi Token,2.3445037944520825
MINA,Mina,0.3795640973682483
DYDX,dYdX,2.0093874286877960
CSPR,Casper,0.0317740262377805
GALA,Gala,0.0143720913081968
GT,GateToken,3.6853082414039369
COMP,Compound,43.5685211738646714
WOO,WOO Network,0.1784614812738385
DASH,Dash,27.1854381470461616
NEXO,Nexo,0.5097596644023573
BAT,Basic Attention Token,0.1830526980316036
ROSE,Oasis Network,0.0413415491763948
ZIL,Zilliqa,0.0169151818743064
1INCH,1inch Network,0.2590761461498009
CAKE,PancakeSwap,1.1808564980994311
AR,Arweave,3.9989813965984800
GNO,Gnosis,97.6178728064409659
QTUM,Qtum,2.2668448791205982
LRC,Loopring,0.1755642104121349
XEM,NEM,0.0255972025646662
MASK,Mask Network,2.7862928203217729
CELO,Celo,0.4366973086267017
ENJ,Enjin Coin,0.2216808167307436
ELF,aelf,0.3391630912625936
AGIX,SingularityNET,0.1777569611137562
TFUEL,Theta Fuel,0.0345570241792280
LOOM,Loom Network,0.1703513302831630
JST,JUST,0.0231107317621231
